artist_id,artist_name,track_id,track_name,duration_ms,release_date,album_type,explicit,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1bDWGdIC2hardyt55nlQgG,"""Weird Al"" Yankovic",1gloYGAZI6eHp6MEPjLuL3,"Canadian Idiot (Parody of ""American Idiot"" by Green Day)",143040,,album,False,,0.543,0.697,8.0,-9.211,1.0,0.0612,0.00206,1.82e-06,0.343,0.861,185.978,4.0
1bDWGdIC2hardyt55nlQgG,"""Weird Al"" Yankovic",7HMKmZQEIduuNio1nPwjqp,"Another Tattoo (Parody of ""Nothin' On You"" by B.o.B. featuring Bruno Mars)",169720,,album,False,,0.771,0.546,10.0,-11.745,1.0,0.0291,0.189,0.0,0.101,0.928,104.043,4.0
1bDWGdIC2hardyt55nlQgG,"""Weird Al"" Yankovic",4JqQWAr47pGEoaMArpA7Z3,Word Crimes,223120,,album,False,,0.897,0.43,7.0,-12.759,1.0,0.0551,0.0118,0.0,0.0473,0.964,121.987,4.0
6s1dJD51qZvI2DAarg8pnE,#1 Tribute Band,5PVqGDjrL3AzbgRbqwIieC,Do What You Gotta Do,185160,,album,False,,0.601,0.485,2.0,-11.956,1.0,0.0337,0.298,0.000217,0.297,0.437,132.892,4.0
5IbEL2xjRtKsunfmsahLuO,$NOT,3YFnfm9z8RmPFIZ7C16u4e,Doja,171453,,album,True,,0.753,0.777,11.0,-5.701,0.0,0.32,0.0725,0.000714,0.125,0.669,157.148,4.0
5IbEL2xjRtKsunfmsahLuO,$NOT,7nc7mlSdWYeFom84zZ8Wr8,Tell Em,180379,,single,True,,0.672,0.717,5.0,-7.476,1.0,0.226,0.103,0.0,0.398,0.473,157.905,4.0
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,73nX7BaV2Rat4AFVNV3YGR,Us Vs. Them,184633,,album,True,,0.651,0.906,6.0,-4.454,1.0,0.172,0.046,0.214,0.895,0.509,77.978,4.0
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,1d966178PJg6b4kcXqoYF3,The Thin Grey Line,105724,,album,True,,0.761,0.806,1.0,-4.926,1.0,0.174,0.0232,1.66e-05,0.277,0.381,142.908,4.0
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,22YmmVRHfFX49G6HY5NV3T,Burgundy,268474,,album,True,,0.798,0.566,8.0,-7.102,1.0,0.0835,0.116,0.137,0.13,0.0561,117.978,4.0
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,1zUqoSVqUE2O5x3MJ0mHz9,Thorns,130500,,album,True,,0.83,0.695,11.0,-4.483,0.0,0.277,0.192,6.22e-05,0.103,0.37,159.946,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,1bHnRc60O1N0l3PbHjaKyK,Better Place (From TROLLS Band Together),216666,,single,False,,0.579,0.556,4.0,-6.277,0.0,0.0511,0.0214,0.0,0.0904,0.558,116.943,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,200400,,album,False,,0.61,0.926,8.0,-4.843,0.0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,1cjBan0t4eBk2Y5j17hdyf,Bring It All to Me (feat. *NSYNC),218186,,album,False,,0.695,0.579,0.0,-5.066,1.0,0.0325,0.000479,0.0,0.0556,0.726,88.957,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,0M3ZIWNcizkhYFvn6RuCEz,Music of My Heart (feat. *NSYNC),271160,,compilation,False,,0.375,0.556,11.0,-7.196,1.0,0.041,0.4,0.0,0.0956,0.397,111.827,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,192426,,album,False,,0.636,0.873,0.0,-4.672,0.0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,46n2EGFnPC3tzWCN1Aqe26,This I Promise You,284760,,album,False,,0.55,0.587,2.0,-6.279,1.0,0.0329,0.354,0.0,0.128,0.466,165.975,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,0Jc8qF1mUPo1A96HE9QxZz,Pop,238426,,album,False,,0.706,0.861,11.0,-6.684,1.0,0.154,0.0341,0.0,0.127,0.923,119.946,4.0
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,4CCUjYJPbSXLL23BFeBVbI,Gone,292000,,album,False,,0.704,0.409,11.0,-8.581,0.0,0.0597,0.43,0.0,0.109,0.495,113.863,4.0
7gkRNHOOt7QfhhXf0rEnmj,+44,1VpTwecl7EbQiGyVsvwFQE,When Your Heart Stops Beating,192786,,album,True,,0.416,0.967,9.0,-2.289,0.0,0.109,0.000367,0.0,0.0632,0.431,171.032,4.0
12Zk1DFhCbHY6v3xep2ZjI,070 Shake,5mHdCZtVyb4DcJw8799hZp,Escapism.,272373,,album,True,,0.538,0.742,2.0,-5.355,1.0,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4.0
0REMf7H0VP6DwfZ9MbuWph,10 Years,3pO37BXsjMC2wApALxGbuB,Wasteland,229866,,album,False,,0.409,0.783,6.0,-5.083,0.0,0.0731,0.000422,0.000354,0.0664,0.313,145.541,4.0
7urq0VfqxEYEEiZUkebXT4,112,4x6kZErnzSn7TET3CmFvn5,Callin' Me,227466,,album,False,,0.842,0.735,8.0,-3.498,0.0,0.071,0.0259,0.0,0.069,0.69,107.055,4.0
7urq0VfqxEYEEiZUkebXT4,112,769geiA8btidGHda4BBDOJ,It's Over Now,264933,2001-01-01,album,False,2001.0,0.66,0.71,1.0,-4.541,1.0,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,4.0
7urq0VfqxEYEEiZUkebXT4,112,6uRH1qMz30ZBwwUG0IYE5s,Dance With Me,231800,2001-01-01,album,False,2001.0,0.912,0.511,9.0,-6.365,1.0,0.203,0.0259,0.0,0.0442,0.611,101.628,4.0
7urq0VfqxEYEEiZUkebXT4,112,3kVIFDE3G89I2RPVkiRaRj,Cupid,252266,,album,False,,0.685,0.38,8.0,-11.219,1.0,0.112,0.373,0.0,0.0371,0.87,175.562,4.0
7urq0VfqxEYEEiZUkebXT4,112,6EbzdoQBCyM0b9VB4F5uwc,Na Na Na Na,223493,,album,False,,0.827,0.655,6.0,-5.797,0.0,0.141,0.00927,0.00122,0.147,0.894,99.04,4.0
7urq0VfqxEYEEiZUkebXT4,112,0ahRDzkKq0KEi7FRoHb0qk,U Already Know,198880,,album,True,,0.685,0.512,0.0,-9.34,0.0,0.0461,0.274,0.0,0.166,0.92,87.053,4.0
5TBrl50UvNcvaJ3KKHzjzk,1990's Karaoke Band,1gArms4PYujtGW63ramJ1d,Crybaby (Featuring Snoop Dogg),224066,,album,False,,0.692,0.196,7.0,-16.639,0.0,0.0415,0.0347,0.0,0.662,0.725,78.989,4.0
5TBrl50UvNcvaJ3KKHzjzk,1990's Karaoke Band,3vdHAIa7RzBVngwlcVEshF,Say Something (Featuring Snoop Dogg),232146,,album,False,,0.836,0.305,4.0,-18.569,1.0,0.0784,0.151,0.000312,0.103,0.926,107.977,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,33N9JGkr9McbbPEMgUjqPj,Baddest,202247,,album,True,,0.712,0.703,4.0,-6.174,0.0,0.199,0.0287,0.0,0.13,0.452,89.024,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2LvRR121MWFmmEGkuV2vQP,HeadBand (feat. 2 Chainz),220240,,album,True,,0.919,0.506,1.0,-7.14,1.0,0.304,0.132,0.0,0.0771,0.273,97.465,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,4qikXelSRKvoCqFcHLB2H2,Mercy,329320,,single,True,,0.563,0.496,6.0,-9.381,0.0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,0x335qdLBS6o30hYdc8h2I,Beez In The Trap,268480,,album,True,,0.813,0.782,9.0,-6.005,1.0,0.218,0.0227,0.00165,0.0956,0.681,150.003,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,6j9iyrrmqWlQZ5SD1hSTaq,No Lie,237826,,album,True,,0.634,0.665,6.0,-5.984,0.0,0.176,0.0172,0.0,0.365,0.611,131.104,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,5qkWTBmDmZjogwIvbKtJQv,Birthday Song,306600,,album,True,,0.753,0.59,1.0,-2.623,1.0,0.0488,0.0591,0.0,0.15,0.161,140.001,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,0332p5aiaQ6vyomilcGSy4,Yuck!,287573,,album,True,,0.638,0.885,11.0,-4.352,0.0,0.259,0.665,9.95e-05,0.155,0.437,149.927,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,7EZPH9Px3gXlxD5KJDwtwc,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),278826,,album,True,,0.871,0.743,2.0,-5.442,1.0,0.277,0.00212,0.0,0.141,0.576,130.977,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,3Gva0j7oBU6MdvUMQyDRTJ,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",198920,,album,True,,0.436,0.76,1.0,-3.015,0.0,0.102,0.0337,0.0,0.228,0.187,148.582,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),304606,,album,True,,0.652,0.795,11.0,-5.192,0.0,0.174,0.156,0.0,0.123,0.788,135.018,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,6J5sxraPPZ4b0CVOGAgpXj,I'm Different,207040,,album,True,,0.936,0.702,10.0,-5.305,1.0,0.0615,0.0473,0.0,0.0838,0.704,97.524,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2JJ5h2I1S0UR4tyD0U1I7K,R.I.P.,199973,,single,True,,0.825,0.489,11.0,-9.32,1.0,0.263,0.0215,0.0,0.111,0.438,96.99,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,3SShjQBczSt1HMpWA9zbwE,Rich As Fuck,223173,,album,True,,0.536,0.589,1.0,-6.303,1.0,0.47,0.0361,0.0,0.514,0.876,82.75,5.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2OQJKTtrH482waGFmOfJni,We Own It (Fast & Furious),227906,,album,False,,0.563,0.902,1.0,-4.586,0.0,0.404,0.0545,0.0,0.0524,0.557,172.004,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,07RXBKfyCYIYRMLCvlGWXU,Feds Watching,247013,,album,True,,0.79,0.875,7.0,-6.55,1.0,0.0909,0.0476,0.0,0.312,0.76,139.986,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,7y911sqgHGHcyU4ivapjwi,All Me,270866,,album,True,,0.67,0.515,1.0,-6.977,1.0,0.397,0.0705,0.0,0.25,0.422,122.006,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,6g6A7qNhTfUgOSH7ROOxTD,Talk Dirty (feat. 2 Chainz),177685,,album,True,,0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2Vevs2eAQNNb7NTpKj5kqA,Cut Her Off,243333,,single,True,,0.769,0.611,8.0,-2.85,1.0,0.039,0.098,0.0,0.221,0.0901,144.037,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,6miFQ5ev2eTrEBJVFNRVcF,24 Hours (feat. 2 Chainz),215720,,album,True,,0.835,0.711,1.0,-6.682,1.0,0.0441,0.02,0.0,0.15,0.396,99.957,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,07J4gvixM0ksqSpgDw15J1,U Guessed It,209295,,single,True,,0.88,0.346,1.0,-9.145,1.0,0.339,0.0282,0.0,0.0707,0.206,119.966,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2f8FHYOkBjxnNxBWXWBpsG,Burnin' Up,220546,,album,False,,0.757,0.814,1.0,-2.969,0.0,0.0459,0.0442,3.54e-06,0.687,0.414,124.023,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,0kIHfcHGFGm5xb0dSlKEdp,Hood Go Crazy,225040,,album,True,,0.912,0.644,11.0,-6.63,1.0,0.288,0.00714,0.0,0.107,0.492,95.999,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,22DKsoYFV5npPXmnPpXL7i,Watch Out,207813,,single,True,,0.899,0.504,8.0,-6.758,0.0,0.5,0.826,0.0,0.052,0.537,129.89,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,1gpSrGUfU3F9TOzPlEyLxH,Gotta Lotta,214720,,album,True,,0.513,0.601,7.0,-7.29,0.0,0.0823,0.00285,0.0,0.0803,0.144,109.346,5.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2nBI3iWLhupR7LyAJ5GGkE,Champions,334253,,compilation,True,,0.692,0.774,6.0,-2.48,0.0,0.0876,0.0623,0.0,0.873,0.349,134.952,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,39pS70eeDvyCAF3t8NAlVV,Good Drank,222706,,album,True,,0.837,0.776,4.0,-0.804,0.0,0.24,0.274,0.0,0.113,0.37,130.023,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,0xl1w2q4VLojeXp4JfazPL,Sacrifices,307593,,album,True,,0.903,0.439,8.0,-11.813,1.0,0.397,0.0407,0.0,0.138,0.532,139.112,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,2YTgFfLZS8IqnrBM6WGm9h,4 AM,255560,,album,False,,0.801,0.508,1.0,-6.76,1.0,0.461,0.198,0.0,0.163,0.23,75.011,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,210200,,album,True,,0.82,0.502,7.0,-7.38,1.0,0.151,0.0312,0.000884,0.114,0.527,73.04,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),267426,,album,True,,0.776,0.471,2.0,-8.406,1.0,0.253,0.0203,0.0,0.268,0.405,131.018,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,365wwIjijQdlRJEjUWTidq,PROUD,234666,,single,True,,0.791,0.813,10.0,-4.244,0.0,0.376,0.758,0.0,0.143,0.907,173.937,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,,album,True,,0.745,0.346,1.0,-7.709,1.0,0.335,0.00547,0.0,0.0882,0.112,203.888,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,5S1IUPueD0xE0vj4zU3nSf,Bigger Than You (feat. Drake & Quavo),225893,,single,True,,0.888,0.515,1.0,-6.246,1.0,0.271,0.247,0.0,0.446,0.264,141.009,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,1R6VwZ8TuHRzxZUxe88n4I,Rule The World (feat. Ariana Grande),245893,,album,True,,0.593,0.584,8.0,-6.232,0.0,0.089,0.158,2.79e-06,0.132,0.448,88.061,4.0
17lzZA2AlOHwCwFALHttmp,2 Chainz,7jKUnzzOGhAlPjr7LkIUlE,Momma I Hit A Lick (feat. Kendrick Lamar),173760,,album,True,,0.796,0.467,11.0,-6.293,1.0,0.34,0.202,3.58e-05,0.206,0.399,179.974,3.0
7JBMlJmJpOk87BZTdbYSHD,2 Pistols,11WuptzKtcVfPMYaf5aook,She Got It,274053,,album,True,,0.53,0.745,10.0,-6.19,0.0,0.106,0.00436,0.0,0.345,0.269,134.068,4.0
4PDRKshhxFTKpZLAI4pQnb,2000's Karaoke Band,1OFiiULo1op1n4Hh8siCSU,Always On Time (Karaoke in the style of Ja Rule featuring Ashanti),255906,,album,False,,0.817,0.707,5.0,-9.101,0.0,0.0584,0.118,0.000133,0.0708,0.622,94.981,4.0
4PDRKshhxFTKpZLAI4pQnb,2000's Karaoke Band,4wtJB38vYMbwbxplQwhYJ9,Deja Vu (In the style of Beyonce featuring Jay-Z),249453,,album,False,,0.822,0.562,7.0,-7.517,1.0,0.0834,0.0488,0.872,0.299,0.287,106.035,4.0
4PDRKshhxFTKpZLAI4pQnb,2000's Karaoke Band,31a04qZtEMnzRZI2nVsyOl,Superstar (Karaoke in the style of Lupe Fiasco featuring Matthew Santos),290526,,album,False,,0.706,0.668,4.0,-7.995,0.0,0.0277,0.00386,0.412,0.366,0.684,95.003,4.0
7u7ORV6MVjId1jfJwMdakL,2000s Karaoke Band,0SpastrqUcf3RlFGZ8r0uD,My Goodies (In the style of Ciara featuring Petey Pablo),226440,,album,False,,0.742,0.441,1.0,-16.238,1.0,0.374,0.0313,4.43e-06,0.117,0.961,204.104,4.0
1E9DBDUrRyU1rOXXj6xQOh,2010s Karaoke Band,5bK8moEKs0I2DiMOqUik6R,Airplanes (In the style of B.o.B featuring Hayley Williams of Paramore),182580,,single,False,,0.706,0.663,7.0,-10.274,1.0,0.0343,0.0522,0.845,0.102,0.479,93.004,4.0
3Sg5HEdx7PdMFmU7qRoihI,2017 DJ Mo Fleeks,6sd2O1KmiyDWKb6x3hZSR9,Jerika,248006,,single,False,,0.703,0.57,4.0,-7.543,0.0,0.052,0.0265,0.0,0.149,0.263,134.09,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),242965,,album,True,,0.849,0.424,5.0,-9.579,0.0,0.324,0.0635,0.0,0.0834,0.153,145.887,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,7ACW7VpgoKmfM1sKo15UhX,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",279573,,album,True,,0.748,0.713,6.0,-6.399,1.0,0.355,0.00496,0.0,0.245,0.482,75.591,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,7FCDmAel69bzxRkOxbh2dB,hibachi (feat. Kodak Black & 21 Savage),170413,,album,True,,0.681,0.522,5.0,-8.74,0.0,0.303,0.0191,0.0,0.415,0.219,172.946,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,5dqeWGM9sqLd5bZhyBikrZ,thought i was playing,167840,,album,True,,0.679,0.73,1.0,-7.483,1.0,0.0689,0.00421,0.0,0.0736,0.292,148.038,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),229938,,album,True,,0.574,0.567,7.0,-7.126,0.0,0.465,0.164,0.0,0.258,0.526,75.965,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,3IPGG5Niex4hGlXFOYWzp9,Don't Play That,133613,,album,True,,0.947,0.605,10.0,-8.621,0.0,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,3S68RFe1lsdCdTMPIMJM3X,Cash In Cash Out,216135,,single,True,,0.877,0.56,7.0,-3.751,1.0,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),218364,,album,True,,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,1G1Jmvq0bxVyu5diGN32Dt,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",184925,,album,False,,0.664,0.882,11.0,-2.212,0.0,0.17,0.0105,0.0,0.271,0.622,151.043,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,239359,,album,True,,0.549,0.518,4.0,-9.39,0.0,0.257,0.0517,1.21e-06,0.378,0.418,160.07,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,46s57QULU02Voy0Kup6UEb,Major Distribution,170501,,album,True,,0.911,0.536,11.0,-10.491,1.0,0.33,0.0113,0.0,0.0697,0.231,131.035,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,34tz0eDhGuFErIuW3q4mPX,On BS,261543,,album,True,,0.842,0.367,9.0,-7.273,1.0,0.643,0.017,0.0,0.159,0.363,157.996,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,214588,,album,True,,0.763,0.72,7.0,-6.383,1.0,0.0447,0.00961,0.0,0.165,0.229,129.971,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,7l2nxyx7IkBX5orhkALg0V,Privileged Rappers,160821,,album,True,,0.933,0.602,5.0,-7.532,1.0,0.189,0.00326,0.0,0.128,0.65,144.041,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,7GeTsDIc5ykNB6lORO6Cee,Circo Loco,236795,,album,True,,0.732,0.584,1.0,-8.525,1.0,0.076,0.00903,0.0,0.318,0.262,103.981,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,0sSRLXxknVTQDStgU1NqpY,Hours In Silence,399153,,album,True,,0.476,0.406,6.0,-11.144,0.0,0.0758,0.24,0.0,0.141,0.12,136.947,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,45pUWUeEWGoSdH6UF162G8,Broke Boys,225439,,album,True,,0.644,0.533,2.0,-7.481,1.0,0.248,0.0113,4.89e-05,0.221,0.113,120.017,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,4Flfb4fGscN9kXPOduQLrv,Treacherous Twins,180098,,album,True,,0.757,0.51,10.0,-7.352,0.0,0.329,0.0774,0.0,0.132,0.587,88.931,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,29YW2xXlo6Pc6M0SBTCXYN,More M’s,221406,,album,True,,0.71,0.504,1.0,-6.63,1.0,0.261,0.033,0.000297,0.146,0.0729,82.452,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,1MTXYvJ9TSqg9x6WPCDx2n,3AM on Glenwood,178328,,album,True,,0.515,0.706,1.0,-8.318,1.0,0.313,0.0571,1.75e-06,0.162,0.192,90.138,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),221520,,album,True,,0.716,0.613,1.0,-6.018,0.0,0.0522,0.391,0.0,0.0813,0.157,97.914,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2Yt4SXIgmoaPZHGdRafp4P,Umbrella (with 21 Savage & Young Nudy),222000,,album,True,,0.82,0.786,11.0,-3.683,0.0,0.171,0.0737,0.000313,0.359,0.386,110.985,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,4WuOWVnAqvEQxgSRrspBgt,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],207306,,album,True,,0.667,0.648,2.0,-5.117,1.0,0.284,0.175,0.000155,0.147,0.254,87.975,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,1UsQe17Ef7tV1ahFqHEFR3,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],310960,,album,True,,0.521,0.516,5.0,-8.677,0.0,0.285,0.128,0.000516,0.179,0.162,161.508,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,4muwDurKeVOB1WBjTVRWlD,War Bout It (feat. 21 Savage),160202,,album,True,,0.732,0.6,6.0,-9.057,0.0,0.241,0.00385,0.000114,0.112,0.436,167.973,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2KcQ0PbPj0O3P48B9YX7iN,Peaches & Eggplants (feat. 21 Savage),203813,,album,True,,0.911,0.536,4.0,-7.884,0.0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,1qIwin7JMVuX70qN6wD8ww,It's Up (feat. Young Thug & 21 Savage),278000,,single,True,,0.783,0.723,1.0,-4.881,1.0,0.135,0.0264,0.0,0.159,0.294,139.942,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,3GXjlz7evuodm50dfiDDWo,Want Me Dead (feat. 21 Savage),194706,,album,True,,0.833,0.6,6.0,-8.287,0.0,0.375,0.204,0.0,0.147,0.491,133.22,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,0lodMO0qK83vfPiiD7FMEt,TOPIA TWINS (feat. Rob49 & 21 Savage),223173,,album,True,,0.715,0.567,1.0,-4.481,0.0,0.0865,0.06,0.0,0.0655,0.332,160.098,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,76gcXhY3Zv6wW0BTe9nHJo,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),314836,,album,True,,0.65,0.659,3.0,-6.522,0.0,0.123,0.174,0.00772,0.126,0.154,76.985,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,0J1YRLYhTG1MBosjidD7OI,Good Good,247100,,single,True,,0.744,0.677,7.0,-4.819,0.0,0.108,0.0388,0.0,0.106,0.57,140.991,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,3kfhS2L56Wj8fBcu7xE47H,Turks & Caicos (feat. 21 Savage),203345,,album,True,,0.541,0.659,0.0,-7.539,1.0,0.154,0.0794,0.0,0.197,0.301,102.417,5.0
1URnnhqYAYcrqrcwql10ft,21 Savage,4hGmQboiou09EwhcTWa0H6,Another One Of Me (feat. 21 Savage),220408,,album,True,,0.661,0.646,5.0,-6.437,0.0,0.0447,0.134,0.0,0.151,0.173,97.882,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2nibvvDdAQkVraYP00z2RS,Calling For You (feat. 21 Savage),285630,,album,True,,0.571,0.55,0.0,-6.567,1.0,0.106,0.0548,0.0,0.179,0.104,120.947,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,52eIcoLUM25zbQupAZYoFh,redrum,270697,,album,True,,0.625,0.733,2.0,-8.757,1.0,0.0488,0.00598,0.000983,0.375,0.244,172.09,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2yUzr8Sr6ldG8vmHhZwTnz,née-nah,220584,,album,True,,0.681,0.758,1.0,-6.524,1.0,0.188,0.00465,0.0,0.555,0.331,165.409,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2FoahzOSxJnalPA8aBUme3,all of me,198292,,album,True,,0.652,0.806,5.0,-5.707,0.0,0.302,0.122,1.08e-05,0.842,0.779,159.947,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,6x9pCndnXEoea0CMcfjs9W,n.h.i.e.,143718,,album,True,,0.818,0.512,5.0,-9.056,0.0,0.0884,0.0963,0.0371,0.11,0.153,131.974,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,47yD0e9MCRIB8dgUXPfyW3,pop ur shit,193320,,album,True,,0.853,0.533,4.0,-6.647,1.0,0.126,0.263,0.00406,0.134,0.306,123.066,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,2K7sv1mno9PvbXVBpqvSKn,sneaky,201672,,album,True,,0.742,0.685,9.0,-7.526,1.0,0.149,0.000383,0.00428,0.147,0.306,155.037,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,0fyP96TikhD9sM4eKqw5Yp,dangerous,265305,,album,True,,0.753,0.837,5.0,-4.673,0.0,0.278,0.0657,0.0,0.151,0.589,151.949,4.0
1URnnhqYAYcrqrcwql10ft,21 Savage,4Xzq2WibDHR5Eufi21HlEZ,should've wore a bonnet,186770,,album,True,,0.607,0.762,7.0,-5.305,1.0,0.0676,0.0441,0.0,0.348,0.428,144.961,4.0
