track_id,track_name,duration_ms,release_date,album_type,explicit,release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_name
0Uyh92tLyb9JawG8lmWCzJ,Differences,265533,,album,False,,0.562,0.594,3.0,-4.578,0.0,0.0558,0.318,0.0,0.311,0.423,62.876,4.0,Ginuwine
5dPSCeB8Ly3RxNLme5bomi,Ain't Nothing 'Bout You,201266,,album,False,,0.379,0.857,0.0,-5.373,1.0,0.0434,0.216,3.17e-06,0.303,0.72,201.265,4.0,Brooks & Dunn
7hAUQNn3k9QZFjtqnWzq8b,Every River,209026,,album,False,,0.553,0.903,6.0,-6.131,1.0,0.0807,0.132,0.000716,0.422,0.312,124.984,4.0,Brooks & Dunn
4RtDZMumlKxsN7IL3AJPUx,Grown Men Don't Cry,235760,,album,False,,0.657,0.513,10.0,-8.514,1.0,0.024,0.199,0.0,0.0994,0.56,101.815,4.0,Tim McGraw
0khUsHfJrVCu3Pn4WuzNd5,Angry All The Time,270106,,album,False,,0.545,0.498,2.0,-7.286,1.0,0.0266,0.195,0.0,0.169,0.363,127.604,4.0,Tim McGraw
5IJ6tEUmMWFlosAWhxm9hd,Son Of A Gun (I Betcha Think This Song Is About You) - P. Diddy Remix/Radio Edit,266240,,album,False,,0.861,0.733,0.0,-6.402,1.0,0.3,0.0426,0.0,0.0985,0.764,104.524,4.0,"Missy Elliott, Mario Winans, Carly Simon, Janet Jackson, Diddy, Nisan And D-Man"
2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,254026,,album,False,,0.514,0.911,1.0,-2.027,0.0,0.41,0.0559,0.0,0.775,0.619,161.109,4.0,Destiny's Child
41nT1Sp6ChR65FbsdLlFHW,Bootylicious,207906,,album,False,,0.84,0.835,1.0,-4.386,0.0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,4.0,Destiny's Child
01Aj44KIjCrPmZeXq4UOky,Emotion,236400,,album,False,,0.412,0.577,7.0,-4.944,1.0,0.119,0.163,0.0,0.0969,0.345,173.675,4.0,Destiny's Child
74h3Wdt3mkmA9GX3qqkkbH,Angels In Waiting,217666,,album,False,,0.691,0.366,6.0,-7.565,1.0,0.028,0.565,0.0,0.127,0.278,88.782,4.0,Tammy Cochran
3fIsVx19pqTGejb7cwlLQB,Dream On,260106,,album,False,,0.813,0.56,10.0,-9.43,0.0,0.0404,0.259,0.0018,0.152,0.624,128.001,4.0,Depeche Mode
55mJleti2WfWEFNFcBduhc,Schism,403533,,album,False,,0.567,0.714,9.0,-8.512,0.0,0.0302,0.0012,0.417,0.186,0.191,107.441,3.0,TOOL
2GapxG7BxK55ihQRAlR39e,(There's No Place Like) Home for the Holidays - 1959 Version,178293,,album,False,,0.532,0.401,5.0,-10.629,1.0,0.0525,0.869,0.0,0.222,0.45,143.823,4.0,Perry Como
42MVI9N0ikM6m8QgrC1nUu,Look At Us,209786,,album,False,,0.815,0.832,1.0,-7.295,1.0,0.033,0.165,0.00142,0.0732,0.802,132.968,4.0,Sarina Paris
154grZhOoDf2FDTnS2BpK6,Two People Fell in Love,247173,,album,False,,0.6,0.44,0.0,-10.79,1.0,0.0291,0.332,0.0,0.148,0.381,80.334,4.0,Brad Paisley
20dc1jFEG3azMMyvpHj8La,Wrapped Around,202933,,album,False,,0.616,0.758,9.0,-8.43,1.0,0.0434,0.093,0.0,0.132,0.447,141.495,3.0,Brad Paisley
1Jhm8RRMQSTYX9ZaOMeUk8,I Wish You'd Stay,377866,,album,False,,0.472,0.29,7.0,-10.238,1.0,0.0257,0.286,7.22e-05,0.287,0.0906,93.694,4.0,Brad Paisley
6b37xrsNCWYIUphFBazqD6,Me Gustas Tu,239986,,album,False,,0.657,0.741,11.0,-6.822,0.0,0.0825,0.663,0.494,0.222,0.908,175.949,4.0,Manu Chao
2TVSa07y6g3HRn4oLWv57M,Irresistible,193600,,album,False,,0.659,0.966,8.0,-2.783,0.0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,4.0,Jessica Simpson
0KQx6HOpJueiSkztcS0r7D,Fallin',210200,,album,False,,0.652,0.609,11.0,-7.519,0.0,0.037,0.263,0.00101,0.233,0.482,95.986,3.0,Alicia Keys
2onNmw7lzEoDRXl46jDO5O,I Would've Loved You Anyway,221893,,album,False,,0.36,0.418,6.0,-7.301,1.0,0.0284,0.477,8.92e-06,0.101,0.33,137.803,4.0,Trisha Yearwood
0rimetBQIYXE3uMCbuXBUa,A Woman's Worth,303333,,album,False,,0.652,0.41,4.0,-8.323,0.0,0.158,0.333,0.0,0.064,0.495,75.09,4.0,Alicia Keys
72xOalbgbNEnV8RsMarPey,Georgia,293160,,album,False,,0.533,0.621,0.0,-6.285,1.0,0.032,0.0549,0.0,0.219,0.279,81.594,4.0,Carolyn Dawn Johnson
5nm8hcsVzkpybnK75h7FDY,I Don't Want You To Go - Country Version,279533,,album,False,,0.458,0.795,9.0,-4.714,1.0,0.0559,0.0464,0.000212,0.0315,0.512,168.316,4.0,Carolyn Dawn Johnson
4IWCqcLq1AlO7hXDTQLZAe,Everybody Doesn't,182560,,album,False,,0.667,0.92,10.0,-4.117,0.0,0.0471,0.087,9.95e-05,0.137,0.932,91.016,4.0,Amanda
5ZsPy9wHH733NlU6c4v2Hi,When It's Over - David Kahne Main,217853,,album,False,,0.675,0.775,4.0,-5.772,1.0,0.0522,0.0387,0.0,0.383,0.933,99.945,4.0,Sugar Ray
650M98AP1WgRo1jJ0snmoI,Take You Out,206066,,album,False,,0.752,0.575,8.0,-5.254,1.0,0.0549,0.077,0.0,0.125,0.569,86.004,4.0,Luther Vandross
0PSZ9G584Ve27GK6ThlY6P,Lady Marmalade - Single Edit,267960,,single,False,,0.754,0.811,5.0,-3.679,1.0,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,4.0,"P!nk, Christina Aguilera, Lil' Kim, Mýa"
3uD4aRM8QoEAAhwpOke7QU,Every Other Time - Radio Edit & Album Version,247866,,album,False,,0.689,0.922,11.0,-4.56,1.0,0.0372,0.0143,0.0,0.335,0.72,103.975,4.0,LFO
3PcocqQL1Qn6LtUxjSlk4R,Goodbye,273226,,album,False,,0.821,0.727,6.0,-6.262,1.0,0.105,0.134,2.4e-06,0.0532,0.971,130.0,4.0,Jagged Edge
5mNV8Mz59bzyuQ53gTw0c0,Where the Party At (feat. Nelly),232573,,album,False,,0.596,0.661,5.0,-6.239,0.0,0.226,0.31,0.0,0.0847,0.86,129.491,5.0,"Nelly, Jagged Edge"
0EvX3wUXm0Xds8ZTA7oXOJ,Try Again,284640,,album,False,,0.794,0.662,6.0,-4.913,0.0,0.249,0.0789,0.0,0.0938,0.683,93.053,4.0,Aaliyah
4OFHKasZ8sDRdTzVaAEmZP,We Need A Resolution (feat. Timbaland),242826,,album,False,,0.728,0.512,11.0,-9.199,0.0,0.29,0.3,0.0,0.113,0.82,147.171,4.0,"Aaliyah, Timbaland"
2YhdP9Wq1yH2pshQ6sWnHo,What I Really Meant To Say,200093,,album,False,,0.503,0.671,1.0,-5.717,1.0,0.0284,0.093,3.37e-05,0.176,0.381,140.115,4.0,Cyndi Thomson
7vVJ8Wom7dKf13dgNiBYtU,Rock The Boat,274733,,album,False,,0.637,0.725,5.0,-5.073,1.0,0.0333,0.0702,0.00438,0.203,0.415,92.99,4.0,Aaliyah
2Zh6XtOWdtcY6GdosPU9bF,More Than A Woman,229866,,album,False,,0.655,0.649,1.0,-5.653,0.0,0.089,0.0793,0.000393,0.117,0.759,86.968,4.0,Aaliyah
6BEJNy487RrZXGjYrEpipE,I Care 4 U,273840,,album,False,,0.473,0.449,0.0,-7.579,0.0,0.0474,0.796,0.000244,0.106,0.27,138.859,3.0,Aaliyah
0NdEFLohwfZpyncrBCq1ZY,I Do!!,213493,,album,False,,0.781,0.583,6.0,-7.83,0.0,0.0628,0.0859,0.00216,0.058,0.91,156.264,4.0,Toya
49XSbzWYyB20DTlBtQiZFw,She's All I Got - Radio Edit,211133,,album,False,,0.768,0.522,1.0,-8.555,1.0,0.0604,0.343,2.12e-06,0.163,0.186,99.957,4.0,J. Cozier
6jCLSGa6VpnHu5kc3d3j9E,No Matta What (Party All Night) - Radio Mix,208733,,album,False,,0.676,0.822,8.0,-5.427,1.0,0.0919,0.0957,0.0,0.0762,0.386,81.079,4.0,Toya
6f67kjvFmXZTA47K8JNVBU,I Wanna Be Bad,183560,,album,False,,0.647,0.818,9.0,-3.47,0.0,0.0647,0.234,1.89e-05,0.216,0.816,180.019,4.0,Willa Ford
6GG73Jik4jUlQCkKg9JuGO,The Middle,165853,,album,False,,0.643,0.849,2.0,-5.428,1.0,0.0526,0.0371,0.0,0.058,0.903,162.152,4.0,Jimmy Eat World
429IbFR4yp2J81CeTwF5iY,Sweetness,220026,,album,False,,0.487,0.898,5.0,-4.436,1.0,0.038,0.00305,0.0,0.26,0.597,135.331,4.0,Jimmy Eat World
71EVFQO2umcIfdxE8DquYy,Just Let Me Be In Love,226213,,album,False,,0.581,0.8,0.0,-7.397,0.0,0.0344,0.117,3.32e-05,0.045,0.415,96.1,4.0,Tracy Byrd
26J61MmE6YCWqIyROZdEgL,Ten Rounds with Jose Cuervo - Recall Mix,182453,,album,False,,0.681,0.864,2.0,-7.839,1.0,0.0347,0.00504,0.0,0.212,0.931,127.079,4.0,Tracy Byrd
0Jc8qF1mUPo1A96HE9QxZz,Pop,238426,,album,False,,0.706,0.861,11.0,-6.684,1.0,0.154,0.0341,0.0,0.127,0.923,119.946,4.0,*NSYNC
4CCUjYJPbSXLL23BFeBVbI,Gone,292000,,album,False,,0.704,0.409,11.0,-8.581,0.0,0.0597,0.43,0.0,0.109,0.495,113.863,4.0,*NSYNC
2WQAknZHrJAEQOFXe0F44P,Austin,230333,,album,False,,0.605,0.609,7.0,-7.063,1.0,0.0278,0.188,0.0,0.0982,0.275,119.914,4.0,Blake Shelton
1u0l8zWpQeMYStFkc2mLD7,Everywhere,214826,,album,False,,0.523,0.828,1.0,-4.696,1.0,0.0762,0.0136,0.000255,0.165,0.476,96.952,4.0,Michelle Branch
0kr6d8wHDQPlzuET33NVn6,All You Wanted,217680,,album,False,,0.499,0.72,8.0,-9.101,1.0,0.0286,0.00466,0.00303,0.122,0.652,96.103,4.0,Michelle Branch
6NSJOIyKYcRZh28Kf0URTw,Goodbye to You,251200,,album,False,,0.504,0.556,8.0,-6.19,1.0,0.0263,0.288,0.000246,0.173,0.276,81.008,4.0,Michelle Branch
2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,266893,,album,False,,0.657,0.629,6.0,-4.938,1.0,0.0782,0.194,0.0,0.254,0.726,93.985,4.0,USHER
7J41dYQolQJEtj3UmKLu5r,U Got It Bad,247840,,album,False,,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,USHER
6nN58NDV8VnjvtBmR00qq4,I'm Just Talkin' About Tonight,166600,,album,False,,0.685,0.846,7.0,-4.5,1.0,0.0474,0.337,0.0,0.154,0.816,123.874,4.0,Toby Keith
3VHevS1BocAcrihLnl11DG,I Wanna Talk About Me,183960,,album,False,,0.765,0.87,5.0,-5.191,1.0,0.0499,0.168,0.0,0.125,0.684,106.048,4.0,Toby Keith
0tXq1ob3ysGZN2oK1abtyp,Lifetime - Remastered 2021,329400,,album,False,,0.678,0.403,9.0,-8.862,1.0,0.0742,0.326,3.67e-06,0.069,0.528,127.997,4.0,Maxwell
741OE401HO7ZCaPhEqCZ7w,This Woman's Work - Remastered 2021,240306,,album,False,,0.381,0.29,8.0,-10.682,1.0,0.0336,0.662,1.48e-05,0.106,0.151,113.318,4.0,Maxwell
6Vecwo7AHst9V2CE3kmwr0,No Such Thing,231466,,album,False,,0.668,0.739,4.0,-4.919,1.0,0.0308,0.0383,0.0,0.13,0.571,131.918,4.0,John Mayer
7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,249626,,album,False,,0.647,0.729,5.0,-6.251,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,4.0,John Mayer
70b6WxS0cjxbQqvdu4Q4Sa,Fade,242600,,album,False,,0.471,0.846,1.0,-3.632,1.0,0.0416,0.00209,0.0369,0.126,0.255,116.469,4.0,Staind
3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,265866,,album,False,,0.911,0.551,8.0,-3.75,0.0,0.045,0.133,4.35e-05,0.0863,0.969,92.887,4.0,Mary J. Blige
7nWsh14AHpnTzq1Xejz90U,No More Drama,326240,,album,False,,0.654,0.836,6.0,-6.818,0.0,0.126,0.536,7.23e-05,0.0784,0.634,97.911,4.0,Mary J. Blige
1F1XjwRzMh8KT2BvH6ISkG,Rainy Dayz,276360,,album,False,,0.476,0.663,6.0,-6.905,1.0,0.19,0.182,0.0,0.321,0.524,74.884,4.0,"Ja Rule, Mary J. Blige"
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,210240,,album,False,,0.417,0.934,7.0,-3.908,0.0,0.119,0.000278,0.0015,0.132,0.287,127.066,4.0,System Of A Down
0snQkGI5qnAmohLE7jTsTn,Toxicity,218933,,album,False,,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,3.0,System Of A Down
4e9eGQYsOiBcftrWXwsVco,Aerials,235053,,album,False,,0.364,0.922,0.0,-4.217,0.0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4.0,System Of A Down
7dO7S7cAUqTUiVRqQ2v9zh,There She Goes,271040,,album,False,,0.789,0.654,0.0,-5.284,1.0,0.118,0.035,1.65e-05,0.0658,0.83,104.993,4.0,Babyface
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,223840,,album,False,,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,4.0,Nickelback
4AFhkn04YASMuvUxVMJKmW,What If - Urban Mix,246466,,album,False,,0.745,0.451,11.0,-6.314,0.0,0.112,0.212,0.0,0.0975,0.481,143.908,4.0,Babyface
0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,256240,,album,False,,0.563,0.86,8.0,-7.533,1.0,0.0621,0.00834,0.0106,0.39,0.517,97.867,4.0,P.O.D.
2cCWbBmadLbKvr9xddC79R,Too Bad,232240,,album,False,,0.598,0.808,10.0,-5.209,1.0,0.0388,0.00304,0.0,0.147,0.288,128.025,4.0,Nickelback
6KCOOKsDFfGEiwWZZlEI6O,Superwoman Pt. II - Rap Version Remix,265587,,album,False,,0.768,0.541,6.0,-5.183,0.0,0.1,0.286,0.0,0.107,0.645,95.715,4.0,"Fabolous, Lil' Mo"
6ccGDV8QGFOQI79LoCvytS,I Love You,172093,,compilation,False,,0.683,0.62,0.0,-4.551,1.0,0.0253,0.0257,0.0,0.141,0.643,106.715,4.0,Martina McBride
4YWwYKGDB81pKLZJVnB3rk,Love's the Only House,313866,,compilation,False,,0.711,0.624,9.0,-6.963,1.0,0.0261,0.0153,0.0,0.093,0.531,122.87,4.0,Martina McBride
1MdhH5wlGMrdL62L3vsqQz,There You Are,204626,,compilation,False,,0.343,0.434,7.0,-7.072,1.0,0.0298,0.648,0.0,0.126,0.14,144.479,4.0,Martina McBride
1LJBFWSjLASFl8UqdczZh7,When God-Fearin' Women Get The Blues,248426,,compilation,False,,0.598,0.806,2.0,-5.316,1.0,0.0695,0.0634,0.0,0.0746,0.605,141.885,4.0,Martina McBride
0nGzwlShUTBEQePuzMoUjN,Blessed,276600,,compilation,False,,0.587,0.629,7.0,-7.439,1.0,0.0424,0.183,0.0,0.0686,0.425,114.993,4.0,Martina McBride
09cJcfLgfFPW7YeBggweW6,Where Would You Be,274173,,compilation,False,,0.518,0.683,8.0,-6.603,1.0,0.0337,0.0556,1.95e-06,0.0445,0.241,128.04,4.0,Martina McBride
2LLcI3oU4CedCQDV5tJ1SK,Concrete Angel,253000,,compilation,False,,0.622,0.392,1.0,-9.737,1.0,0.0253,0.498,0.0,0.146,0.274,77.991,4.0,Martina McBride
5t2gSYVvBV9kH4t7Czertq,There You'll Be,222120,,album,False,,0.321,0.511,8.0,-7.77,1.0,0.0306,0.513,0.0,0.127,0.17,128.98,4.0,Faith Hill
3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,230640,,album,False,,0.766,0.563,9.0,-7.516,0.0,0.0339,0.0263,0.683,0.115,0.964,126.007,4.0,Kylie Minogue
6ua8mbyHXTHpAmGyGpFAS2,Love at First Sight,238266,,album,False,,0.603,0.774,3.0,-6.066,0.0,0.0428,0.0288,0.051,0.0533,0.48,124.994,4.0,Kylie Minogue
68ZXSfqZbAVgObLCt8Gvbi,Livin' It Up,256959,,album,False,,0.872,0.765,1.0,-4.088,1.0,0.321,0.0574,0.0,0.0498,0.638,106.026,4.0,"Ja Rule, Case"
7nBuud01OFM3kHoUhvVI0l,Riding With Private Malone,275053,,album,False,,0.646,0.538,4.0,-8.878,1.0,0.0509,0.4,0.0,0.0989,0.552,93.872,4.0,David Ball
2sNAjuCXxyj8jHt93t9IJ9,Brotha,268133,,album,False,,0.801,0.434,7.0,-9.174,0.0,0.376,0.538,0.0,0.0729,0.661,132.254,4.0,Angie Stone
3tZm76otWH20xzJC7icHCk,Wish I Didn't Miss You,270893,,album,False,,0.856,0.755,10.0,-5.691,1.0,0.0331,0.355,0.000621,0.145,0.842,123.883,4.0,Angie Stone
7DNp5wliOrg01iwvUnL3Tn,I'm A Survivor,187373,,compilation,False,,0.571,0.617,2.0,-5.032,1.0,0.0348,0.328,0.0,0.115,0.574,88.154,4.0,Reba McEntire
6KtLECDztnah63TNmV4Plw,Wish You Were Here,212733,,album,False,,0.246,0.768,9.0,-7.48,1.0,0.0387,0.000631,0.301,0.102,0.35,169.873,4.0,Incubus
0AiTIiCQ15NW8QHQwSxKuR,Drowning,267226,,compilation,False,,0.568,0.782,6.0,-5.968,1.0,0.0396,0.0799,0.0,0.0985,0.481,141.942,4.0,Backstreet Boys
6bXBygPgj3hXblaoYNc8L4,What's Going On - Featuring Chuck D - Dupri Original Mix,260226,,single,False,,0.423,0.864,6.0,-6.817,0.0,0.395,0.0283,0.0,0.375,0.698,100.316,4.0,All Star Tribute
3NJQ1KdbMLE1CEEVNjs9IO,I Like Them Girls,264093,,album,False,,0.77,0.855,1.0,-0.949,0.0,0.0539,0.00504,9.77e-05,0.319,0.82,90.009,4.0,Tyrese
1Lhwn4PqeGpM4LTVUowW76,You Rock My World,337733,,album,False,,0.854,0.673,4.0,-3.132,0.0,0.185,0.038,0.000227,0.255,0.955,95.0,4.0,Michael Jackson
7FFQsnjzumC6eyCXRFPQ2f,What Am I Gonna Do,280000,,album,False,,0.691,0.476,10.0,-4.702,0.0,0.052,0.276,0.0,0.0951,0.541,145.602,4.0,Tyrese
0rT9f5BSZrZ6DvzfBEckG0,Butterflies,279160,,album,False,,0.708,0.655,8.0,-2.69,1.0,0.0883,0.0583,2.1e-06,0.11,0.545,89.99,4.0,Michael Jackson
6a0e5Fb8cwz8pklTJOFGju,Standing Still,270333,,album,False,,0.614,0.681,2.0,-6.616,1.0,0.0337,0.152,7.32e-06,0.0797,0.341,123.898,4.0,Jewel
6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,203600,,album,False,,0.847,0.843,5.0,-3.579,0.0,0.106,0.415,0.000134,0.107,0.963,110.027,4.0,Britney Spears
5p0KCAuu5nrHpTuAIhHdLw,Overprotected - Radio Edit,198600,,album,False,,0.682,0.894,0.0,-1.73,0.0,0.0727,0.0381,0.0,0.416,0.845,95.992,4.0,Britney Spears
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",196160,,album,False,,0.794,0.832,1.0,-4.862,0.0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,4.0,Shakira
15f8Cv8RXUlOOCIf2oaceN,Underneath Your Clothes,224066,,album,False,,0.616,0.597,8.0,-5.328,1.0,0.0415,0.691,0.0,0.104,0.362,165.508,4.0,Shakira
36YNa8joLwu9yor2TkZbIY,Objection (Tango),222533,,album,False,,0.602,0.864,11.0,-5.282,0.0,0.0661,0.0149,0.0,0.0246,0.71,179.391,4.0,Shakira
69j0KoPJuwpnbGWrfn7Yll,Picture (feat. Sheryl Crow),298960,,album,False,,0.692,0.496,7.0,-7.332,1.0,0.0241,0.172,6.42e-06,0.107,0.376,97.945,4.0,"Sheryl Crow, Kid Rock"
2PXv2AkAZkqYqc96gDKXuA,Let's Stay Home Tonight,206666,,album,False,,0.691,0.742,0.0,-4.49,0.0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,4.0,Joe
6AfLmKXzhEZjwiVPs5jhdV,Hella Good,242586,,album,False,,0.772,0.665,8.0,-3.947,1.0,0.0349,0.0136,0.012,0.0905,0.838,115.138,4.0,No Doubt
6B38ul2FMi2Vho0siZ6DjB,What If A Woman,254840,,album,False,,0.645,0.582,10.0,-5.325,1.0,0.0451,0.0453,1.56e-05,0.131,0.359,140.028,4.0,Joe
6fR6Z0Vc1K6yQWNUIKjAIR,Underneath It All,302720,,album,False,,0.729,0.731,4.0,-4.823,1.0,0.0682,0.235,1.35e-06,0.391,0.838,138.204,4.0,"No Doubt, Lady Saw"
3GsbGZHKjSk4PLr3HXfcoo,Running,240466,,album,False,,0.691,0.61,0.0,-7.023,1.0,0.0275,0.189,2.38e-05,0.0885,0.363,113.127,4.0,No Doubt
7LdaPYlRo4pq6CBt44To2H,Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,259546,,album,False,,0.883,0.896,0.0,-3.695,1.0,0.208,0.268,1.04e-06,0.0564,0.748,93.928,4.0,"Pharrell Williams, Mystikal"
4Mem5PZWPaqQ7X1bGysNxl,These Are The Days - Radio Edit & Album Version,263933,,album,False,,0.598,0.627,9.0,-6.323,1.0,0.038,0.000968,0.0,0.0626,0.432,119.991,4.0,O-Town
075DlN1s3ii0KiN9MIXDjW,God Bless America,168146,,album,False,,0.16,0.591,8.0,-3.838,1.0,0.0381,0.93,0.0379,0.497,0.306,85.364,4.0,"Irving Berlin, Daniel Rodriguez, Tom Scott"
3pL08AiN5rbeDAblV0VrMq,Hush Little Lady,224600,,album,False,,0.79,0.672,0.0,-6.887,1.0,0.0482,0.0356,1.42e-05,0.148,0.619,137.48,4.0,"Corey, Lil Reema"
19WTOQ2OoZ0uszOVt42xgE,Never - Radio Edit,253506,,album,False,,0.561,0.524,5.0,-5.459,0.0,0.0301,0.112,0.0,0.296,0.265,96.01,4.0,Amanda Perez
28CnmZkM5CFp0ObTRQJeCw,I Should Be Sleeping,177000,,album,False,,0.464,0.895,5.0,-4.16,0.0,0.145,0.243,0.0,0.0687,0.674,164.404,4.0,Emerson Drive
6Q13UWFUuqXLXT7IUVkqM1,Makin' Good Love,271386,,album,False,,0.794,0.634,9.0,-3.819,0.0,0.0381,0.245,0.0,0.2,0.736,142.255,4.0,Avant
5v1bA7NmQcQHvH9IDkeeF4,I Don't Have To Be Me ('Til Monday) - Single Version,196960,,album,False,,0.497,0.717,8.0,-4.224,1.0,0.0303,0.201,0.0,0.0458,0.771,168.999,4.0,Steve Azar
7x6ev0H9OAmvuDnyuItBZS,Be Here,228973,,album,False,,0.613,0.602,6.0,-5.733,0.0,0.327,0.228,1.11e-06,0.0737,0.709,87.389,4.0,"D'Angelo, Raphael Saadiq"
1yTLDUvJW37nMNucGZfBoA,Don't Say Goodbye,289360,,album,False,,0.654,0.833,6.0,-5.193,0.0,0.0459,0.00396,5.63e-06,0.231,0.696,119.874,4.0,Paulina Rubio
5vyVckEUyIogu3Fq7J3lBR,The Impossible,245573,,album,False,,0.617,0.504,9.0,-6.702,1.0,0.0295,0.354,3.1e-06,0.0875,0.197,77.988,4.0,Joe Nichols
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",195533,,album,False,,0.424,0.662,2.0,-5.547,1.0,0.0425,0.518,1.77e-06,0.0719,0.385,111.758,4.0,Toby Keith
0qnoS5hMZMphvKWi0D2LQh,I Miss My Friend,242927,,album,False,,0.554,0.474,4.0,-7.843,1.0,0.025,0.155,1.67e-05,0.0859,0.41,139.832,4.0,Darryl Worley
74FoFQHkUuGyjbmyLJ35fz,For All Time,242973,,album,False,,0.296,0.853,3.0,-4.121,1.0,0.106,0.474,0.0,0.108,0.169,190.062,4.0,Soluna
747tpec1a0Hfqvj2za1pBs,Gotta Get Thru This - D'N'D Radio Edit,161200,,album,False,,0.837,0.765,7.0,-5.007,0.0,0.0631,0.0852,7.08e-05,0.1,0.912,133.57,4.0,"Daniel Bedingfield, D'N'D Productions"
6KUI3A3jmZ0cGLDzOT41lX,Feel It Boy,207133,,album,False,,0.842,0.656,5.0,-3.189,0.0,0.107,0.16,0.0,0.0626,0.95,102.794,4.0,"Beenie Man, Janet Jackson"
3i18dmoH6qfcfFG7ctRlFL,Out Of My Heart,243786,,album,False,,0.533,0.909,10.0,-3.922,1.0,0.0351,0.00523,5.49e-06,0.337,0.545,123.425,4.0,BBMAK
0b9djfiuDIMw1zKH6gV74g,Somebody Like You,323040,,album,False,,0.625,0.84,4.0,-5.768,1.0,0.0337,0.109,0.000555,0.144,0.656,111.02,4.0,Keith Urban
7ji3tnG7OOKMZENvoSBPzu,Little Things - Main,188800,,single,False,,0.795,0.51,10.0,-9.599,0.0,0.116,0.0782,0.00132,0.255,0.559,92.965,4.0,India.Arie
2rh1HEbkalvTKVhooKdePe,"Don't Say No, Just Say Yes",274666,,album,False,,0.638,0.505,3.0,-5.641,0.0,0.0241,0.13,8.64e-05,0.0628,0.508,139.989,4.0,Avant
5nWgEBtaRwVrCMjer1RtLm,These Days,254493,,album,False,,0.587,0.778,7.0,-4.233,1.0,0.0343,0.31,0.0,0.318,0.319,81.943,4.0,Rascal Flatts
3wimPgsJv0hEgP5A3sQ7Ag,I'm Gonna Getcha Good,269400,,album,False,,0.723,0.789,1.0,-4.813,1.0,0.0302,0.0441,0.0,0.0612,0.946,124.013,4.0,Shania Twain
5nuvvKXACbvkftbe1oS0Oy,The One You Love,227600,,album,False,,0.577,0.881,5.0,-3.919,1.0,0.0393,0.0634,0.0,0.132,0.678,91.885,4.0,Paulina Rubio
6ry1WIweLN1nlQTNIYZ0JB,Forgive,238573,,album,False,,0.612,0.461,7.0,-5.698,1.0,0.0317,0.0441,0.0,0.103,0.232,134.281,4.0,Rebecca Lynn Howard
2bVFvGBU2ihWJgMRPcav5r,Fall Into Me,168866,,album,False,,0.501,0.813,2.0,-5.01,1.0,0.0342,0.238,0.0,0.39,0.595,96.986,4.0,Emerson Drive
7qZWCIgHBgjyuUBOnGnD9k,I Should Be...,297626,,album,False,,0.383,0.749,1.0,-3.931,0.0,0.084,0.199,0.0,0.204,0.466,122.141,4.0,Dru Hill
4eTIe5eqds88bA9ua6p5p6,Fine Again,243640,,album,False,,0.442,0.855,6.0,-2.985,0.0,0.0288,0.00049,0.0137,0.273,0.363,175.543,4.0,Seether
0mvtBgpiAg6fPg7ec7lxE9,Through The Rain,288640,,album,False,,0.508,0.318,8.0,-9.911,1.0,0.0365,0.759,0.0,0.184,0.141,122.04,4.0,Mariah Carey
0WB48shl2wAH4KqyQkQ8nJ,Brokenheartsville,230360,,album,False,,0.686,0.631,10.0,-5.182,1.0,0.0232,0.126,0.000183,0.107,0.509,103.953,4.0,Joe Nichols
7DSfv2r0Km90N97qlRTxou,Angel,217626,,album,False,,0.631,0.496,9.0,-8.279,0.0,0.0598,0.428,1.01e-06,0.107,0.365,143.735,4.0,Amanda Perez
4dIrj82d70x7vGmUxTyOYC,Up!,172906,,album,False,,0.618,0.748,0.0,-4.131,1.0,0.0373,0.0869,0.0,0.647,0.584,125.94,4.0,Shania Twain
